string_protein_id,gene_symbol,match_type
9606.ENSP00000366170,CST9,direct
9606.ENSP00000366173,CBY3,direct
9606.ENSP00000366178,CST9L,direct
9606.ENSP00000366179,DNAJC1,direct
9606.ENSP00000366182,ELK1,direct
9606.ENSP00000366208,CST11,direct
9606.ENSP00000366221,CASZ1,direct
9606.ENSP00000366223,C9ORF57,direct
9606.ENSP00000366233,GABBR1,direct
9606.ENSP00000366234,IL31,direct
9606.ENSP00000366237,DFFA,direct
9606.ENSP00000366240,ABHD17B,direct
9606.ENSP00000366243,CEMIP2,direct
9606.ENSP00000366246,GPC6,direct
9606.ENSP00000366248,CORT,direct
9606.ENSP00000366249,UBD,direct
9606.ENSP00000366265,ZNF41,direct
9606.ENSP00000366267,GPC5,direct
9606.ENSP00000366271,KDM2B,direct
9606.ENSP00000366273,ZNF157,direct
9606.ENSP00000366275,CNNM4,direct
9606.ENSP00000366280,LMAN2L,direct
9606.ENSP00000366283,SLITRK5,direct
9606.ENSP00000366288,SLITRK1,direct
9606.ENSP00000366299,SLC25A39,direct
9606.ENSP00000366306,SPRY2,direct
9606.ENSP00000366307,THBD,direct
9606.ENSP00000366314,TRPM3,direct
9606.ENSP00000366326,NEBL,direct
9606.ENSP00000366330,KLF9,direct
9606.ENSP00000366331,MAS1L,direct
9606.ENSP00000366340,OR2H1,direct
9606.ENSP00000366347,NKX2-2,direct
9606.ENSP00000366354,OR11A1,direct
9606.ENSP00000366378,OR2B3,direct
9606.ENSP00000366380,OR2W1,direct
9606.ENSP00000366384,ZNF311,direct
9606.ENSP00000366387,MAMDC2,direct
9606.ENSP00000366390,SPDYC,direct
9606.ENSP00000366395,SYVN1,direct
9606.ENSP00000366396,XRN2,direct
9606.ENSP00000366404,TRIM27,direct
9606.ENSP00000366410,NMNAT1,direct
9606.ENSP00000366413,POU4F1,direct
9606.ENSP00000366416,EDNRB,direct
9606.ENSP00000366430,LZIC,direct
9606.ENSP00000366452,SNX15,direct
9606.ENSP00000366460,PLXDC2,direct
9606.ENSP00000366465,ZKSCAN3,direct
9606.ENSP00000366474,CTNNBIP1,direct
9606.ENSP00000366475,ATG2A,direct
9606.ENSP00000366487,ARL5B,direct
9606.ENSP00000366488,PRKACG,direct
9606.ENSP00000366506,HRH2,direct
9606.ENSP00000366509,ZKSCAN4,direct
9606.ENSP00000366513,CLSTN1,direct
9606.ENSP00000366519,NSUN6,direct
9606.ENSP00000366522,ARHGAP39,direct
9606.ENSP00000366525,FTL,direct
9606.ENSP00000366527,ZSCAN16,direct
9606.ENSP00000366528,TMEM252,direct
9606.ENSP00000366534,FOXH1,direct
9606.ENSP00000366542,ZNF165,direct
9606.ENSP00000366557,CRNKL1,direct
9606.ENSP00000366563,PIK3CD,direct
9606.ENSP00000366565,VPS28,direct
9606.ENSP00000366582,INSYN2B,direct
9606.ENSP00000366586,SLC39A12,direct
9606.ENSP00000366604,SF1,direct
9606.ENSP00000366618,H2BC13,direct
9606.ENSP00000366628,GPR157,direct
9606.ENSP00000366630,FOXD4L4,direct
9606.ENSP00000366637,FOXD4L5,direct
9606.ENSP00000366641,SLC2A5,direct
9606.ENSP00000366645,SCP2D1,direct
9606.ENSP00000366654,CA6,direct
9606.ENSP00000366679,H2AC12,direct
9606.ENSP00000366682,ACOD1,direct
9606.ENSP00000366690,SPATC1,direct
9606.ENSP00000366694,KCTD12,direct
9606.ENSP00000366702,ERRFI1,direct
9606.ENSP00000366715,TMEM236,direct
9606.ENSP00000366746,STAM,direct
9606.ENSP00000366748,AUP1,direct
9606.ENSP00000366757,LMO7,direct
9606.ENSP00000366783,HECTD4,direct
9606.ENSP00000366789,LBX2,direct
9606.ENSP00000366797,SLC22A12,direct
9606.ENSP00000366798,HMGN4,direct
9606.ENSP00000366800,DNAJC11,direct
9606.ENSP00000366819,UCHL3,direct
9606.ENSP00000366827,ST8SIA6,direct
9606.ENSP00000366828,POLR3F,direct
9606.ENSP00000366863,TBC1D4,direct
9606.ENSP00000366876,PHF13,direct
9606.ENSP00000366886,KLHL21,direct
9606.ENSP00000366897,KLF12,direct
9606.ENSP00000366898,HIF3A,direct
9606.ENSP00000366901,FAM216A,direct
9606.ENSP00000366902,ZBTB48,direct
9606.ENSP00000366915,KLF5,direct
9606.ENSP00000366923,IGFBPL1,direct
9606.ENSP00000366926,IGFL4,direct
9606.ENSP00000366927,ALDH1B1,direct
9606.ENSP00000366934,NOL9,direct
9606.ENSP00000366936,SHB,direct
9606.ENSP00000366937,BTN3A2,direct
9606.ENSP00000366939,MGME1,direct
9606.ENSP00000366942,SLC36A3,direct
9606.ENSP00000366945,SLC25A51,direct
9606.ENSP00000366950,KRTAP9-2,direct
9606.ENSP00000366953,DCAF10,direct
9606.ENSP00000366955,KRTAP4-2,direct
9606.ENSP00000366970,GPR20,direct
9606.ENSP00000366976,KRTAP1-4,direct
9606.ENSP00000366984,KRT40,direct
9606.ENSP00000366997,DIS3,direct
9606.ENSP00000366998,SNX5,direct
9606.ENSP00000367001,DPP6,direct
9606.ENSP00000367013,TNFRSF25,direct
9606.ENSP00000367022,H2AC6,direct
9606.ENSP00000367024,NAA40,direct
9606.ENSP00000367028,TCOF1,direct
9606.ENSP00000367029,POLR1E,direct
9606.ENSP00000367030,TRDMT1,direct
9606.ENSP00000367032,PLCXD3,direct
9606.ENSP00000367038,RRBP1,direct
9606.ENSP00000367049,MZT1,direct
9606.ENSP00000367050,RTN3,direct
9606.ENSP00000367064,CUBN,direct
9606.ENSP00000367065,HES2,direct
9606.ENSP00000367069,ZFAT,direct
9606.ENSP00000367075,KLHL1,direct
9606.ENSP00000367081,SLC17A2,direct
9606.ENSP00000367086,ACOT7,direct
9606.ENSP00000367096,PCDH9,direct
9606.ENSP00000367102,SLC22A6,direct
9606.ENSP00000367104,BFSP1,direct
9606.ENSP00000367123,SLC3A2,direct
9606.ENSP00000367125,GPR153,direct
9606.ENSP00000367130,HES3,direct
9606.ENSP00000367137,SLC17A4,direct
9606.ENSP00000367139,SPINK9,direct
9606.ENSP00000367151,PCDH17,direct
9606.ENSP00000367154,RSU1,direct
9606.ENSP00000367157,LRRC3C,direct
9606.ENSP00000367173,RNF207,direct
9606.ENSP00000367177,PCDH8,direct
9606.ENSP00000367185,LYPD5,direct
9606.ENSP00000367193,FBXO48,direct
9606.ENSP00000367196,GLIPR2,direct
9606.ENSP00000367197,SCGN,direct
9606.ENSP00000367198,CNMD,direct
9606.ENSP00000367202,RECK,direct
9606.ENSP00000367203,KDM6A,direct
9606.ENSP00000367208,SUGT1,direct
9606.ENSP00000367214,GRXCR2,direct
9606.ENSP00000367219,OR13J1,direct
9606.ENSP00000367220,ACTR2,direct
9606.ENSP00000367229,CEP68,direct
9606.ENSP00000367230,TMEM8B,direct
9606.ENSP00000367239,PTER,direct
9606.ENSP00000367263,AHNAK,direct
9606.ENSP00000367265,CKAP4,direct
9606.ENSP00000367276,CKAP2,direct
9606.ENSP00000367284,FUNDC1,direct
9606.ENSP00000367299,VPS36,direct
9606.ENSP00000367300,ZNF425,direct
9606.ENSP00000367309,MAOB,direct
9606.ENSP00000367312,SEL1L2,direct
9606.ENSP00000367315,LRRC10B,direct
9606.ENSP00000367316,ITGA8,direct
9606.ENSP00000367318,RGP1,direct
9606.ENSP00000367319,FBXO47,direct
9606.ENSP00000367323,KCNAB2,direct
9606.ENSP00000367343,GBA2,direct
9606.ENSP00000367346,NDUFAF5,direct
9606.ENSP00000367353,C12ORF42,direct
9606.ENSP00000367355,ARHGEF35,direct
9606.ENSP00000367356,FAM171A1,direct
9606.ENSP00000367359,C6ORF62,direct
9606.ENSP00000367384,GPR34,direct
9606.ENSP00000367391,PGA4,direct
9606.ENSP00000367398,NPHP4,direct
9606.ENSP00000367406,TAF2,direct
9606.ENSP00000367407,NMT2,direct
9606.ENSP00000367428,MS4A13,direct
9606.ENSP00000367429,ERICH4,direct
9606.ENSP00000367433,AJAP1,direct
9606.ENSP00000367440,TDP2,direct
9606.ENSP00000367446,EXT1,direct
9606.ENSP00000367453,ACBD7,direct
9606.ENSP00000367459,KIAA0319,direct
9606.ENSP00000367462,OLAH,direct
9606.ENSP00000367476,CEP104,direct
9606.ENSP00000367494,SPIRE2,direct
9606.ENSP00000367498,LRRC47,direct
9606.ENSP00000367527,DCLRE1C,direct
9606.ENSP00000367528,AARD,direct
9606.ENSP00000367545,TP73,direct
9606.ENSP00000367552,RCBTB1,direct
9606.ENSP00000367570,PHF11,direct
9606.ENSP00000367590,REEP2,direct
9606.ENSP00000367595,TPRG1L,direct
9606.ENSP00000367608,CA9,direct
9606.ENSP00000367615,APRT,direct
9606.ENSP00000367623,HSPA14,direct
9606.ENSP00000367629,ARHGEF16,direct
9606.ENSP00000367638,ARHGEF39,direct
9606.ENSP00000367644,ANKEF1,direct
9606.ENSP00000367649,OR5D16,direct
9606.ENSP00000367650,OR5L2,direct
9606.ENSP00000367655,PKHD1L1,direct
9606.ENSP00000367658,ACTRT2,direct
9606.ENSP00000367664,OR4A5,direct
9606.ENSP00000367668,MMEL1,direct
9606.ENSP00000367686,PAK5,direct
9606.ENSP00000367691,LPAR6,direct
9606.ENSP00000367705,BCOR,direct
9606.ENSP00000367714,HES5,direct
9606.ENSP00000367715,DCDC2,direct
9606.ENSP00000367721,NUP160,direct
9606.ENSP00000367739,NRSN1,direct
9606.ENSP00000367743,TSPAN7,direct
9606.ENSP00000367747,PLCH2,direct
9606.ENSP00000367755,CAMKMT,direct
9606.ENSP00000367762,PLCB4,direct
9606.ENSP00000367770,SLC35B4,direct
9606.ENSP00000367787,LIG3,direct
9606.ENSP00000367792,MORN1,direct
9606.ENSP00000367794,SRPX,direct
9606.ENSP00000367797,SKI,direct
9606.ENSP00000367806,RPS16,direct
9606.ENSP00000367815,DNAAF1,direct
9606.ENSP00000367817,PODXL,direct
9606.ENSP00000367830,PRKCZ,direct
9606.ENSP00000367832,CCL7,direct
9606.ENSP00000367835,PRPF18,direct
9606.ENSP00000367841,DYNLT3,direct
9606.ENSP00000367848,GABRD,direct
9606.ENSP00000367851,CYBB,direct
9606.ENSP00000367872,GNB1,direct
9606.ENSP00000367879,XK,direct
9606.ENSP00000367880,PIGO,direct
9606.ENSP00000367882,LANCL3,direct
9606.ENSP00000367888,LRP4,direct
9606.ENSP00000367890,NADK,direct
9606.ENSP00000367893,SEPHS1,direct
9606.ENSP00000367900,CDK11A,direct
9606.ENSP00000367910,FANCG,direct
9606.ENSP00000367911,SYCE1L,direct
9606.ENSP00000367913,FAM47C,direct
9606.ENSP00000367922,CFAP47,direct
9606.ENSP00000367930,OXER1,direct
9606.ENSP00000367938,COX7A2L,direct
9606.ENSP00000367939,UQCRQ,direct
9606.ENSP00000367942,GDF9,direct
9606.ENSP00000367950,SHROOM1,direct
9606.ENSP00000367952,UCMA,direct
9606.ENSP00000367965,SOWAHA,direct
9606.ENSP00000367967,GLIPR1L1,direct
9606.ENSP00000367972,ID4,direct
9606.ENSP00000367991,SEPTIN8,direct
9606.ENSP00000367992,ESD,direct
9606.ENSP00000368007,TMEM240,direct
9606.ENSP00000368014,PAX4,direct
9606.ENSP00000368017,ZFC3H1,direct
9606.ENSP00000368022,OPTN,direct
9606.ENSP00000368030,ATAD3A,direct
9606.ENSP00000368062,ATAD3C,direct
9606.ENSP00000368066,HAO1,direct
9606.ENSP00000368079,CYP4V2,direct
9606.ENSP00000368100,RAD50,direct
9606.ENSP00000368102,CCDC3,direct
9606.ENSP00000368104,BMP2,direct
9606.ENSP00000368109,ACCSL,direct
9606.ENSP00000368119,GALT,direct
9606.ENSP00000368135,LRRN4,direct
9606.ENSP00000368140,CRLS1,direct
9606.ENSP00000368144,PRR5L,direct
9606.ENSP00000368152,ALKBH6,direct
9606.ENSP00000368164,MCM8,direct
9606.ENSP00000368165,SDHAF1,direct
9606.ENSP00000368166,DVL1,direct
9606.ENSP00000368173,DHRS13,direct
9606.ENSP00000368189,ARID3C,direct
9606.ENSP00000368190,NPHS1,direct
9606.ENSP00000368199,PGPEP1L,direct
9606.ENSP00000368207,FTHL17,direct
9606.ENSP00000368215,TAB3,direct
9606.ENSP00000368237,ATL2,direct
9606.ENSP00000368244,CHGB,direct
9606.ENSP00000368253,NR0B1,direct
9606.ENSP00000368264,MAGEB1,direct
9606.ENSP00000368265,CNTFR,direct
9606.ENSP00000368266,MAGEB4,direct
9606.ENSP00000368273,MAGEB2,direct
9606.ENSP00000368278,IL1RAPL1,direct
9606.ENSP00000368296,C11ORF91,direct
9606.ENSP00000368304,MAGEB10,direct
9606.ENSP00000368305,GPCPD1,direct
9606.ENSP00000368314,NRCAM,direct
9606.ENSP00000368318,PUSL1,direct
9606.ENSP00000368320,MAGEB6,direct
9606.ENSP00000368332,ARX,direct
9606.ENSP00000368341,RBM24,direct
9606.ENSP00000368356,PRKD3,direct
9606.ENSP00000368358,POLA1,direct
9606.ENSP00000368362,FABP9,direct
9606.ENSP00000368370,WT1,direct
9606.ENSP00000368389,NGRN,direct
9606.ENSP00000368397,LYRM9,direct
9606.ENSP00000368402,KCTD4,direct
9606.ENSP00000368411,SCNN1D,direct
9606.ENSP00000368414,BCAP29,direct
9606.ENSP00000368439,PCYT1B,direct
9606.ENSP00000368447,GPALPP1,direct
9606.ENSP00000368450,CD83,direct
9606.ENSP00000368452,NUDT2,direct
9606.ENSP00000368458,PCNA,direct
9606.ENSP00000368459,NUFIP1,direct
9606.ENSP00000368468,MCUR1,direct
9606.ENSP00000368477,SERP2,direct
9606.ENSP00000368486,ZFX,direct
9606.ENSP00000368496,B3GALT6,direct
9606.ENSP00000368503,C4ORF46,direct
9606.ENSP00000368511,CXORF58,direct
9606.ENSP00000368516,LGR4,direct
9606.ENSP00000368517,ECHDC3,direct
9606.ENSP00000368523,DNAJC15,direct
9606.ENSP00000368528,APOO,direct
9606.ENSP00000368538,TNFRSF4,direct
9606.ENSP00000368544,VIT,direct
9606.ENSP00000368547,FEZ2,direct
9606.ENSP00000368565,DNAJC2,direct
9606.ENSP00000368572,SAT1,direct
9606.ENSP00000368589,GFOD1,direct
9606.ENSP00000368592,TTLL10,direct
9606.ENSP00000368605,ACOT9,direct
9606.ENSP00000368612,VWA8,direct
9606.ENSP00000368632,GATA3,direct
9606.ENSP00000368637,SLC23A2,direct
9606.ENSP00000368644,C1ORF159,direct
9606.ENSP00000368646,PRDX4,direct
9606.ENSP00000368648,SLC30A6,direct
9606.ENSP00000368664,RGCC,direct
9606.ENSP00000368666,PTCHD1,direct
9606.ENSP00000368667,DDX53,direct
9606.ENSP00000368678,AGRN,direct
9606.ENSP00000368682,PHEX,direct
9606.ENSP00000368683,EDN1,direct
9606.ENSP00000368686,E2F4,direct
9606.ENSP00000368688,LYRM7,direct
9606.ENSP00000368698,HIVEP1,direct
9606.ENSP00000368710,RASSF2,direct
9606.ENSP00000368716,NAA16,direct
9606.ENSP00000368720,PLEKHN1,direct
9606.ENSP00000368727,XDH,direct
9606.ENSP00000368737,TMEM170B,direct
9606.ENSP00000368758,CTXN3,direct
9606.ENSP00000368759,NEDD9,direct
9606.ENSP00000368766,ADRA1D,direct
9606.ENSP00000368767,ASPH,direct
9606.ENSP00000368771,MUC3A,direct
9606.ENSP00000368793,MTRF1,direct
9606.ENSP00000368797,KBTBD7,direct
9606.ENSP00000368798,MBTPS2,direct
9606.ENSP00000368799,KBTBD6,direct
9606.ENSP00000368801,WBP4,direct
9606.ENSP00000368805,GCM2,direct
9606.ENSP00000368808,SMPX,direct
9606.ENSP00000368813,KLHL34,direct
9606.ENSP00000368814,CMTM1,direct
9606.ENSP00000368818,TOM1L2,direct
9606.ENSP00000368824,CNKSR2,direct
9606.ENSP00000368831,SNX2,direct
9606.ENSP00000368835,YPEL5,direct
9606.ENSP00000368856,NFX1,direct
9606.ENSP00000368868,ELF2,direct
9606.ENSP00000368872,INSC,direct
9606.ENSP00000368876,TOGARAM2,direct
9606.ENSP00000368880,FOXO1,direct
9606.ENSP00000368881,KIN,direct
9606.ENSP00000368884,RPS6KA3,direct
9606.ENSP00000368887,PAK1IP1,direct
9606.ENSP00000368908,LHFPL6,direct
9606.ENSP00000368920,NHLRC3,direct
9606.ENSP00000368927,EIF1AX,direct
9606.ENSP00000368931,CCDC112,direct
9606.ENSP00000368952,STOML3,direct
9606.ENSP00000368959,REEP5,direct
9606.ENSP00000368964,MAP7D2,direct
9606.ENSP00000368965,HGSNAT,direct
9606.ENSP00000368966,TRPC3,direct
9606.ENSP00000368970,UFM1,direct
9606.ENSP00000368981,SLC35B3,direct
9606.ENSP00000368982,KATNB1,direct
9606.ENSP00000368984,EXOSC9,direct
9606.ENSP00000368986,OR6C65,direct
9606.ENSP00000368994,ARHGAP44,direct
9606.ENSP00000369009,BCLAF3,direct
9606.ENSP00000369014,NDNF,direct
9606.ENSP00000369017,INSL3,direct
9606.ENSP00000369038,EEF1E1,direct
9606.ENSP00000369042,IPO7,direct
9606.ENSP00000369045,SPINK4,direct
9606.ENSP00000369055,B4GALT1,direct
9606.ENSP00000369071,POSTN,direct
9606.ENSP00000369075,CENPB,direct
9606.ENSP00000369080,SPEF1,direct
9606.ENSP00000369081,TXNDC5,direct
9606.ENSP00000369099,ADPRM,direct
9606.ENSP00000369126,CSNK1A1L,direct
9606.ENSP00000369127,DNAJA1,direct
9606.ENSP00000369129,DSP,direct
9606.ENSP00000369131,SIN3B,direct
9606.ENSP00000369134,PDHA1,direct
9606.ENSP00000369139,MT1G,direct
9606.ENSP00000369145,APTX,direct
9606.ENSP00000369146,MT1M,direct
9606.ENSP00000369154,SMAD9,direct
9606.ENSP00000369157,OR10A4,direct
9606.ENSP00000369162,RIOK1,direct
9606.ENSP00000369176,NDUFB6,direct
9606.ENSP00000369192,NRBP1,direct
9606.ENSP00000369198,ADGRG2,direct
9606.ENSP00000369210,SOHLH2,direct
9606.ENSP00000369217,ARIH1,direct
9606.ENSP00000369238,ADAM32,direct
9606.ENSP00000369251,MAB21L1,direct
9606.ENSP00000369268,CNGA4,direct
9606.ENSP00000369270,RREB1,direct
9606.ENSP00000369274,PHKA2,direct
9606.ENSP00000369286,LY86,direct
9606.ENSP00000369291,LETM2,direct
9606.ENSP00000369292,SAMD9,direct
9606.ENSP00000369293,IL2RA,direct
9606.ENSP00000369299,TRIM22,direct
9606.ENSP00000369314,GLRX,direct
9606.ENSP00000369317,KRT6A,direct
9606.ENSP00000369318,RHOBTB3,direct
9606.ENSP00000369320,RS1,direct
9606.ENSP00000369325,CDKL5,direct
9606.ENSP00000369328,LINGO2,direct
9606.ENSP00000369335,FBH1,direct
9606.ENSP00000369344,GPR150,direct
9606.ENSP00000369346,ARSK,direct
9606.ENSP00000369349,KRT81,direct
9606.ENSP00000369371,EQTN,direct
9606.ENSP00000369372,BEND2,direct
9606.ENSP00000369373,TRIM5,direct
9606.ENSP00000369375,TEK,direct
9606.ENSP00000369380,SCML1,direct
9606.ENSP00000369383,MPV17,direct
9606.ENSP00000369390,CDK14,direct
9606.ENSP00000369391,RPP40,direct
9606.ENSP00000369395,LRRC19,direct
9606.ENSP00000369399,SLC4A11,direct
9606.ENSP00000369400,NHS,direct
9606.ENSP00000369409,EXOC3L4,direct
9606.ENSP00000369411,RFC3,direct
9606.ENSP00000369419,STEAP4,direct
9606.ENSP00000369424,RBBP7,direct
9606.ENSP00000369431,CAAP1,direct
9606.ENSP00000369436,ANKRD16,direct
9606.ENSP00000369438,KRTAP10-10,direct
9606.ENSP00000369440,TRIM6,direct
9606.ENSP00000369442,KL,direct
9606.ENSP00000369453,ELAVL2,direct
9606.ENSP00000369456,ITPA,direct
9606.ENSP00000369461,ECI2,direct
9606.ENSP00000369465,TXLNG,direct
9606.ENSP00000369473,N4BP2L1,direct
9606.ENSP00000369497,BRCA2,direct
9606.ENSP00000369500,SYAP1,direct
9606.ENSP00000369530,ALOX15B,direct
9606.ENSP00000369531,UBQLNL,direct
9606.ENSP00000369538,GDI2,direct
9606.ENSP00000369545,NABP2,direct
9606.ENSP00000369547,S100G,direct
9606.ENSP00000369553,IFNA8,direct
9606.ENSP00000369554,IFNA2,direct
9606.ENSP00000369558,IFNA6,direct
9606.ENSP00000369559,OR51I1,direct
9606.ENSP00000369564,IFNA16,direct
9606.ENSP00000369566,IFNA10,direct
9606.ENSP00000369568,OR51B6,direct
9606.ENSP00000369571,IFNA14,direct
9606.ENSP00000369573,OR51B4,direct
9606.ENSP00000369574,IFNA21,direct
9606.ENSP00000369578,IFNW1,direct
9606.ENSP00000369581,IFNB1,direct
9606.ENSP00000369592,CCDC85C,direct
9606.ENSP00000369599,FOCAD,direct
9606.ENSP00000369604,FBXO16,direct
9606.ENSP00000369611,SPZ1,direct
9606.ENSP00000369614,CNTROB,direct
9606.ENSP00000369618,FASTKD5,direct
9606.ENSP00000369627,FAM50B,direct
9606.ENSP00000369636,PXDC1,direct
9606.ENSP00000369643,GRPR,direct
9606.ENSP00000369647,AVP,direct
9606.ENSP00000369666,FBXL19,direct
9606.ENSP00000369674,BCL7C,direct
9606.ENSP00000369677,EMILIN1,direct
9606.ENSP00000369681,USP3,direct
9606.ENSP00000369682,MRPS26,direct
9606.ENSP00000369689,CALML5,direct
9606.ENSP00000369695,MLLT3,direct
9606.ENSP00000369699,CLTRN,direct
9606.ENSP00000369702,LHFPL2,direct
9606.ENSP00000369703,TUBB2A,direct
9606.ENSP00000369716,CHD3,direct
9606.ENSP00000369725,OR52A1,direct
9606.ENSP00000369728,OR52J3,direct
9606.ENSP00000369729,OR51A2,direct
9606.ENSP00000369738,OR51T1,direct
9606.ENSP00000369739,BPHL,direct
9606.ENSP00000369744,OR51F1,direct
9606.ENSP00000369753,MMP26,direct
9606.ENSP00000369755,C2CD4B,direct
9606.ENSP00000369756,PTPRA,direct
9606.ENSP00000369757,RPS6,direct
9606.ENSP00000369774,ZNF763,direct
9606.ENSP00000369777,ZNF768,direct
9606.ENSP00000369784,TUBAL3,direct
9606.ENSP00000369786,PIR,direct
9606.ENSP00000369798,UCN3,direct
9606.ENSP00000369810,VPS16,direct
9606.ENSP00000369814,AKR1C4,direct
9606.ENSP00000369816,SHBG,direct
9606.ENSP00000369820,PIGA,direct
9606.ENSP00000369822,NQO2,direct
9606.ENSP00000369840,TEX26,direct
9606.ENSP00000369849,MEDAG,direct
9606.ENSP00000369853,C2CD2,direct
9606.ENSP00000369855,ASB9,direct
9606.ENSP00000369857,ABRAXAS1,direct
9606.ENSP00000369860,MOSPD2,direct
9606.ENSP00000369863,TLCD3B,direct
9606.ENSP00000369871,HAUS6,direct
9606.ENSP00000369887,SLTM,direct
9606.ENSP00000369889,COL2A1,direct
9606.ENSP00000369895,GEMIN8,direct
9606.ENSP00000369897,CARS1,direct
9606.ENSP00000369899,RRAGA,direct
9606.ENSP00000369907,SAXO1,direct
9606.ENSP00000369915,NAP1L4,direct
9606.ENSP00000369921,ADAMTSL1,direct
9606.ENSP00000369927,AKR1C3,direct
9606.ENSP00000369960,ADRA1A,direct
9606.ENSP00000369962,IGSF5,direct
9606.ENSP00000369963,C20ORF141,direct
9606.ENSP00000369965,BTF3,direct
9606.ENSP00000369976,EGFL6,direct
9606.ENSP00000369979,CPXM1,direct
9606.ENSP00000369981,SH3GL2,direct
9606.ENSP00000369989,KATNAL1,direct
9606.ENSP00000369996,ATXN3L,direct
9606.ENSP00000370003,BNIP3L,direct
9606.ENSP00000370010,TMSB4X,direct
9606.ENSP00000370013,PTCD2,direct
9606.ENSP00000370021,CNTLN,direct
9606.ENSP00000370022,EBF4,direct
9606.ENSP00000370023,HADHA,direct
9606.ENSP00000370034,TLR7,direct
9606.ENSP00000370047,BNC2,direct
9606.ENSP00000370055,UBL3,direct
9606.ENSP00000370057,FRMPD4,direct
9606.ENSP00000370074,SERPINB9,direct
9606.ENSP00000370077,CCDC171,direct
9606.ENSP00000370078,PDE4A,direct
9606.ENSP00000370088,AMELX,direct
9606.ENSP00000370114,PSIP1,direct
9606.ENSP00000370115,SERPINB1,direct
9606.ENSP00000370125,HMGN1,direct
9606.ENSP00000370128,SLC7A1,direct
9606.ENSP00000370129,AKR1C2,direct
9606.ENSP00000370139,HCCS,direct
9606.ENSP00000370150,WRNIP1,direct
9606.ENSP00000370192,SLC46A3,direct
9606.ENSP00000370193,TAF9,direct
9606.ENSP00000370194,GMDS,direct
9606.ENSP00000370196,SBF1,direct
9606.ENSP00000370200,SNAPC3,direct
9606.ENSP00000370201,AK6,direct
9606.ENSP00000370208,RABGEF1,direct
9606.ENSP00000370213,CLCN4,direct
9606.ENSP00000370214,CENPO,direct
9606.ENSP00000370215,NOXRED1,direct
9606.ENSP00000370222,POMP,direct
9606.ENSP00000370224,PARM1,direct
9606.ENSP00000370242,WWC3,direct
9606.ENSP00000370253,NKX3-1,direct
9606.ENSP00000370254,AKR1C1,direct
9606.ENSP00000370258,EIF3CL,direct
9606.ENSP00000370270,ESRRB,direct
9606.ENSP00000370288,SELENOO,direct
9606.ENSP00000370293,HUS1B,direct
9606.ENSP00000370297,CER1,direct
9606.ENSP00000370299,SHROOM2,direct
9606.ENSP00000370303,ZDHHC21,direct
9606.ENSP00000370337,CEP152,direct
9606.ENSP00000370340,NFIB,direct
9606.ENSP00000370343,IRF4,direct
9606.ENSP00000370345,PAN3,direct
9606.ENSP00000370372,NLN,direct
9606.ENSP00000370373,FKBP1B,direct
9606.ENSP00000370376,DUT,direct
9606.ENSP00000370377,PITRM1,direct
9606.ENSP00000370394,RUFY3,direct
9606.ENSP00000370395,SGTB,direct
9606.ENSP00000370408,CDX2,direct
9606.ENSP00000370419,TTC38,direct
9606.ENSP00000370420,VCX3B,direct
9606.ENSP00000370421,PDX1,direct
9606.ENSP00000370430,PNPLA4,direct
9606.ENSP00000370443,ADAMTS6,direct
9606.ENSP00000370447,VCX,direct
9606.ENSP00000370460,CWC27,direct
9606.ENSP00000370473,IGFBP3,direct
9606.ENSP00000370479,VCX3A,direct
9606.ENSP00000370483,NLGN4X,direct
9606.ENSP00000370503,CCM2,direct
9606.ENSP00000370508,MTIF3,direct
9606.ENSP00000370517,PFKP,direct
9606.ENSP00000370519,ARSF,direct
9606.ENSP00000370521,AIPL1,direct
9606.ENSP00000370522,ARSH,direct
9606.ENSP00000370527,RCAN1,direct
9606.ENSP00000370531,ACOT6,direct
9606.ENSP00000370532,GTF3A,direct
9606.ENSP00000370542,SDC1,direct
9606.ENSP00000370543,SLC5A3,direct
9606.ENSP00000370546,ARSD,direct
9606.ENSP00000370555,GYG2,direct
9606.ENSP00000370557,MIS12,direct
9606.ENSP00000370568,SHISAL1,direct
9606.ENSP00000370571,TH,direct
9606.ENSP00000370588,CD99,direct
9606.ENSP00000370589,NOP56,direct
9606.ENSP00000370593,PTPRD,direct
9606.ENSP00000370607,TECRL,direct
9606.ENSP00000370621,ZBED1,direct
9606.ENSP00000370624,MIER3,direct
9606.ENSP00000370625,POLR2B,direct
9606.ENSP00000370635,SLC39A14,direct
9606.ENSP00000370639,ASMT,direct
9606.ENSP00000370648,RDH14,direct
9606.ENSP00000370653,GEN1,direct
9606.ENSP00000370669,SLC8A3,direct
9606.ENSP00000370671,KLHL42,direct
9606.ENSP00000370673,MANSC4,direct
9606.ENSP00000370695,EXOC1,direct
9606.ENSP00000370697,P2RY8,direct
9606.ENSP00000370698,IL6ST,direct
9606.ENSP00000370710,KDM4C,direct
9606.ENSP00000370713,ADARB2,direct
9606.ENSP00000370718,ASMTL,direct
9606.ENSP00000370719,ITSN1,direct
9606.ENSP00000370736,TMEM165,direct
9606.ENSP00000370737,GLDC,direct
9606.ENSP00000370744,ITPR2,direct
9606.ENSP00000370745,DDX1,direct
9606.ENSP00000370748,IDI1,direct
9606.ENSP00000370750,RDH11,direct
9606.ENSP00000370767,GP2,direct
9606.ENSP00000370770,C17ORF107,direct
