string_protein_id,gene_symbol,match_type
9606.ENSP00000370781,CDC20B,direct
9606.ENSP00000370800,MBD3L2,direct
9606.ENSP00000370801,MBD3L4,direct
9606.ENSP00000370803,CCP110,direct
9606.ENSP00000370808,SLC25A6,direct
9606.ENSP00000370812,ESM1,direct
9606.ENSP00000370826,HR,direct
9606.ENSP00000370839,SGCB,direct
9606.ENSP00000370842,IL33,direct
9606.ENSP00000370849,ITPRIPL2,direct
9606.ENSP00000370867,TGM3,direct
9606.ENSP00000370882,OCIAD1,direct
9606.ENSP00000370886,MLANA,direct
9606.ENSP00000370889,DENND1C,direct
9606.ENSP00000370891,STK35,direct
9606.ENSP00000370896,GREB1,direct
9606.ENSP00000370912,TEC,direct
9606.ENSP00000370936,E2F6,direct
9606.ENSP00000370938,CDK8,direct
9606.ENSP00000370950,NPSR1,direct
9606.ENSP00000370962,GGT6,direct
9606.ENSP00000370966,CRYZL1,direct
9606.ENSP00000370968,MYBBP1A,direct
9606.ENSP00000370975,TNNT3,direct
9606.ENSP00000370978,CRLF2,direct
9606.ENSP00000370981,LZTS1,direct
9606.ENSP00000370984,COMMD8,direct
9606.ENSP00000370989,CD274,direct
9606.ENSP00000370990,SHOX,direct
9606.ENSP00000371000,RNF6,direct
9606.ENSP00000371003,ZMYND11,direct
9606.ENSP00000371018,SIRPB1,direct
9606.ENSP00000371036,SIRPD,direct
9606.ENSP00000371037,CATSPERD,direct
9606.ENSP00000371040,RLN2,direct
9606.ENSP00000371051,ZZEF1,direct
9606.ENSP00000371054,INSL6,direct
9606.ENSP00000371067,JAK2,direct
9606.ENSP00000371070,ATP8A2,direct
9606.ENSP00000371073,PLCXD1,direct
9606.ENSP00000371084,ATP8A1,direct
9606.ENSP00000371085,BAIAP2L2,direct
9606.ENSP00000371101,NOL10,direct
9606.ENSP00000371110,GCAT,direct
9606.ENSP00000371116,NUTM2D,direct
9606.ENSP00000371126,NUTM2A,direct
9606.ENSP00000371133,HMG20A,direct
9606.ENSP00000371141,GAGE12H,direct
9606.ENSP00000371152,ASAH1,direct
9606.ENSP00000371155,NUP58,direct
9606.ENSP00000371169,RCL1,direct
9606.ENSP00000371175,GGA1,direct
9606.ENSP00000371180,CATSPER2,direct
9606.ENSP00000371188,CAMKK1,direct
9606.ENSP00000371193,CPPED1,direct
9606.ENSP00000371194,LSP1,direct
9606.ENSP00000371200,ARRDC5,direct
9606.ENSP00000371201,NSUN7,direct
9606.ENSP00000371219,RHOH,direct
9606.ENSP00000371221,MTMR6,direct
9606.ENSP00000371230,AK3,direct
9606.ENSP00000371233,SDCBP2,direct
9606.ENSP00000371234,CYS1,direct
9606.ENSP00000371253,GART,direct
9606.ENSP00000371267,YWHAQ,direct
9606.ENSP00000371272,PLIN5,direct
9606.ENSP00000371278,CDC37L1,direct
9606.ENSP00000371291,SNPH,direct
9606.ENSP00000371294,CTNS,direct
9606.ENSP00000371307,PLPP6,direct
9606.ENSP00000371308,CPAP,alias
9606.ENSP00000371318,TMEM74B,direct
9606.ENSP00000371321,RFC1,direct
9606.ENSP00000371327,KLRC2,direct
9606.ENSP00000371328,KLRC3,direct
9606.ENSP00000371336,TNNI2,direct
9606.ENSP00000371341,TNK2,direct
9606.ENSP00000371345,METTL22,direct
9606.ENSP00000371347,ANGPT4,direct
9606.ENSP00000371348,TMEM52B,direct
9606.ENSP00000371362,NADK2,direct
9606.ENSP00000371364,TMEM156,direct
9606.ENSP00000371377,OR1A2,direct
9606.ENSP00000371388,SRXN1,direct
9606.ENSP00000371393,PGM2,direct
9606.ENSP00000371394,SYT8,direct
9606.ENSP00000371397,FAM43A,direct
9606.ENSP00000371398,GLIS3,direct
9606.ENSP00000371419,PARP4,direct
9606.ENSP00000371420,GPNMB,direct
9606.ENSP00000371425,IFNGR2,direct
9606.ENSP00000371434,RFX3,direct
9606.ENSP00000371451,DNAJC21,direct
9606.ENSP00000371469,RAD1,direct
9606.ENSP00000371471,RSAD2,direct
9606.ENSP00000371472,NIN,direct
9606.ENSP00000371475,TP53BP1,direct
9606.ENSP00000371483,SLC34A2,direct
9606.ENSP00000371497,C1QTNF3,direct
9606.ENSP00000371503,C1QTNF9,direct
9606.ENSP00000371505,CLEC6A,direct
9606.ENSP00000371512,SGCZ,direct
9606.ENSP00000371514,KCNV2,direct
9606.ENSP00000371517,AMACR,direct
9606.ENSP00000371529,C22ORF42,direct
9606.ENSP00000371532,VLDLR,direct
9606.ENSP00000371535,SEPSECS,direct
9606.ENSP00000371548,LGI2,direct
9606.ENSP00000371553,NANOGNB,direct
9606.ENSP00000371554,SOD3,direct
9606.ENSP00000371572,C1QTNF9B,direct
9606.ENSP00000371577,MTMR12,direct
9606.ENSP00000371587,KCNIP4,direct
9606.ENSP00000371594,GNG7,direct
9606.ENSP00000371595,KRTAP5-6,direct
9606.ENSP00000371606,KRTAP5-1,direct
9606.ENSP00000371607,MIPEP,direct
9606.ENSP00000371614,BRSK2,direct
9606.ENSP00000371638,SMARCA2,direct
9606.ENSP00000371643,DEFB135,direct
9606.ENSP00000371644,DEFB136,direct
9606.ENSP00000371661,LCORL,direct
9606.ENSP00000371682,DCAF16,direct
9606.ENSP00000371686,DMRT2,direct
9606.ENSP00000371689,CDH12,direct
9606.ENSP00000371693,TNFRSF19,direct
9606.ENSP00000371710,CDH18,direct
9606.ENSP00000371711,DMRT1,direct
9606.ENSP00000371715,ZG16B,direct
9606.ENSP00000371728,NRSN2,direct
9606.ENSP00000371729,SACS,direct
9606.ENSP00000371770,FGFBP1,direct
9606.ENSP00000371785,OLIG1,direct
9606.ENSP00000371786,ONECUT3,direct
9606.ENSP00000371790,FGF9,direct
9606.ENSP00000371798,FSCN1,direct
9606.ENSP00000371800,RNF215,direct
9606.ENSP00000371802,DAZ3,direct
9606.ENSP00000371805,FBXL18,direct
9606.ENSP00000371811,MICU2,direct
9606.ENSP00000371813,DEFB132,direct
9606.ENSP00000371825,DEFB127,direct
9606.ENSP00000371835,DEFB126,direct
9606.ENSP00000371846,DEAF1,direct
9606.ENSP00000371847,DEFB125,direct
9606.ENSP00000371858,NOP2,direct
9606.ENSP00000371859,BAZ1A,direct
9606.ENSP00000371870,DAZ2,direct
9606.ENSP00000371872,SLC35G5,direct
9606.ENSP00000371875,NKX3-2,direct
9606.ENSP00000371897,ARHGAP5,direct
9606.ENSP00000371923,RP1L1,direct
9606.ENSP00000371927,GPR78,direct
9606.ENSP00000371929,HTR3D,direct
9606.ENSP00000371932,TAS2R1,direct
9606.ENSP00000371936,SEMA5A,direct
9606.ENSP00000371940,FOXD4,direct
9606.ENSP00000371958,CD9,direct
9606.ENSP00000371985,KCNA1,direct
9606.ENSP00000371994,NYNRIN,direct
9606.ENSP00000372005,DNAJC19,direct
9606.ENSP00000372023,CHEK2,direct
9606.ENSP00000372035,LATS2,direct
9606.ENSP00000372042,PPP2R2C,direct
9606.ENSP00000372059,IFITM5,direct
9606.ENSP00000372067,PRMT8,direct
9606.ENSP00000372105,RBMY1E,direct
9606.ENSP00000372112,FAHD1,direct
9606.ENSP00000372127,RBMY1D,direct
9606.ENSP00000372139,DEFA1,direct
9606.ENSP00000372154,RBMY1A1,direct
9606.ENSP00000372155,PSME1,direct
9606.ENSP00000372160,DOK6,direct
9606.ENSP00000372169,CACNA2D4,direct
9606.ENSP00000372170,MSX1,direct
9606.ENSP00000372191,SIRT3,direct
9606.ENSP00000372193,CLCN7,direct
9606.ENSP00000372199,URB1,direct
9606.ENSP00000372201,TMEM128,direct
9606.ENSP00000372206,EEF1AKMT1,direct
9606.ENSP00000372210,BET1L,direct
9606.ENSP00000372218,SERPINB12,direct
9606.ENSP00000372221,SERPINB5,direct
9606.ENSP00000372272,KRTAP19-8,direct
9606.ENSP00000372274,FBXO25,direct
9606.ENSP00000372276,KRTAP20-3,direct
9606.ENSP00000372278,KRTAP20-4,direct
9606.ENSP00000372281,KRTAP22-2,direct
9606.ENSP00000372286,KRTAP27-1,direct
9606.ENSP00000372295,GJB2,direct
9606.ENSP00000372313,MSLN,direct
9606.ENSP00000372351,NSD2,direct
9606.ENSP00000372361,ZMYM5,direct
9606.ENSP00000372390,SLC7A4,direct
9606.ENSP00000372394,TMEM129,direct
9606.ENSP00000372410,RNASE13,direct
9606.ENSP00000372445,METTL17,direct
9606.ENSP00000372459,CTIF,direct
9606.ENSP00000372462,TSPY8,direct
9606.ENSP00000372471,TSPY4,direct
9606.ENSP00000372482,SNRNP25,direct
9606.ENSP00000372484,RBMY1B,direct
9606.ENSP00000372499,TBL1Y,direct
9606.ENSP00000372505,AMELY,direct
9606.ENSP00000372512,TSPY2,direct
9606.ENSP00000372547,SRY,direct
9606.ENSP00000372649,PRR23A,direct
9606.ENSP00000372651,FOXL2NB,direct
9606.ENSP00000372689,STAG1,direct
9606.ENSP00000372724,LY6G5C,direct
9606.ENSP00000372750,CHRM5,direct
9606.ENSP00000372857,NEK11,direct
9606.ENSP00000372924,RALBP1,direct
9606.ENSP00000372955,HMCES,direct
9606.ENSP00000372959,LRRC30,direct
9606.ENSP00000373073,UROC1,direct
9606.ENSP00000373153,HACD2,direct
9606.ENSP00000373169,DRD3,direct
9606.ENSP00000373176,GTPBP8,direct
9606.ENSP00000373191,LNP1,direct
9606.ENSP00000373194,OR5K3,direct
9606.ENSP00000373206,EOGT,direct
9606.ENSP00000373215,CADPS,direct
9606.ENSP00000373244,CSPG5,direct
9606.ENSP00000373272,TRIM71,direct
9606.ENSP00000373274,ZNF860,direct
9606.ENSP00000373277,RBMS3,direct
9606.ENSP00000373278,ZCWPW2,direct
9606.ENSP00000373298,COLQ,direct
9606.ENSP00000373301,SH3BP5,direct
9606.ENSP00000373304,CCDC174,direct
9606.ENSP00000373312,SEC13,direct
9606.ENSP00000373325,IL17RE,direct
9606.ENSP00000373328,CIDEC,direct
9606.ENSP00000373331,RPUSD3,direct
9606.ENSP00000373340,BRPF1,direct
9606.ENSP00000373343,CPNE9,direct
9606.ENSP00000373347,SRGAP3,direct
9606.ENSP00000373354,SETMAR,direct
9606.ENSP00000373360,FAM131A,direct
9606.ENSP00000373364,GOLM1,direct
9606.ENSP00000373370,FLG2,direct
9606.ENSP00000373399,PIP5KL1,direct
9606.ENSP00000373404,MRPL2,direct
9606.ENSP00000373413,UFSP1,direct
9606.ENSP00000373420,RUFY2,direct
9606.ENSP00000373433,LAMB4,direct
9606.ENSP00000373450,SPAG1,direct
9606.ENSP00000373472,ADAMTS7,direct
9606.ENSP00000373474,METTL14,direct
9606.ENSP00000373477,GPX3,direct
9606.ENSP00000373489,KRT18,direct
9606.ENSP00000373518,NOX5,direct
9606.ENSP00000373539,STAB2,direct
9606.ENSP00000373565,FAM83H,direct
9606.ENSP00000373566,CCDC158,direct
9606.ENSP00000373570,TYRP1,direct
9606.ENSP00000373572,FOXI2,direct
9606.ENSP00000373574,ACVRL1,direct
9606.ENSP00000373575,C6ORF163,direct
9606.ENSP00000373583,STPG3,direct
9606.ENSP00000373586,MAB21L4,direct
9606.ENSP00000373594,TMEM266,direct
9606.ENSP00000373600,LRRK1,direct
9606.ENSP00000373627,SEPTIN14,direct
9606.ENSP00000373640,HYKK,direct
9606.ENSP00000373647,FAM83G,direct
9606.ENSP00000373648,KCNQ3,direct
9606.ENSP00000373657,NCBP3,direct
9606.ENSP00000373669,BORCS6,direct
9606.ENSP00000373674,NT5M,direct
9606.ENSP00000373684,STK38L,direct
9606.ENSP00000373691,DUOX2,direct
9606.ENSP00000373696,TRIP12,direct
9606.ENSP00000373700,ALK,direct
9606.ENSP00000373702,PP2D1,direct
9606.ENSP00000373706,DIAPH1,direct
9606.ENSP00000373715,DCP2,direct
9606.ENSP00000373726,SHISAL2B,direct
9606.ENSP00000373752,RNF180,direct
9606.ENSP00000373772,RNF20,direct
9606.ENSP00000373783,LOXL2,direct
9606.ENSP00000373808,FAM169A,direct
9606.ENSP00000373827,CCDC150,direct
9606.ENSP00000373828,CCDC154,direct
9606.ENSP00000373854,ITGAD,direct
9606.ENSP00000373860,ASPDH,direct
9606.ENSP00000373905,DNM2,direct
9606.ENSP00000373918,GARS1,direct
9606.ENSP00000373937,PRTG,direct
9606.ENSP00000373948,CFAP69,direct
9606.ENSP00000373952,FANCA,direct
9606.ENSP00000373964,SMTNL2,direct
9606.ENSP00000373979,TRAPPC9,direct
9606.ENSP00000374013,PRB2,direct
9606.ENSP00000374014,TM6SF2,direct
9606.ENSP00000374036,RPH3A,direct
9606.ENSP00000374037,VPS9D1,direct
9606.ENSP00000374045,DNAH6,direct
9606.ENSP00000374049,VWA3A,direct
9606.ENSP00000374069,PTPRN2,direct
9606.ENSP00000374071,ADAMTS20,direct
9606.ENSP00000374113,PTMS,direct
9606.ENSP00000374125,SIGLEC15,direct
9606.ENSP00000374135,LRP1B,direct
9606.ENSP00000374152,SMYD5,direct
9606.ENSP00000374183,CAMSAP1,direct
9606.ENSP00000374205,TBR1,direct
9606.ENSP00000374212,EP400,direct
9606.ENSP00000374218,ESYT3,direct
9606.ENSP00000374234,TMEM72,direct
9606.ENSP00000374237,NXPE2,direct
9606.ENSP00000374240,SHOX2,direct
9606.ENSP00000374265,GPX2,direct
9606.ENSP00000374268,GXYLT2,direct
9606.ENSP00000374273,CRYBG3,direct
9606.ENSP00000374274,SSC5D,direct
9606.ENSP00000374280,RTF1,direct
9606.ENSP00000374309,LAMA1,direct
9606.ENSP00000374323,EPHA6,direct
9606.ENSP00000374328,FAXC,direct
9606.ENSP00000374332,TSN,direct
9606.ENSP00000374353,HAGHL,direct
9606.ENSP00000374354,EXOSC8,direct
9606.ENSP00000374359,ZXDC,direct
9606.ENSP00000374377,RFLNA,direct
9606.ENSP00000374387,TRMT44,direct
9606.ENSP00000374390,GPR149,direct
9606.ENSP00000374399,TRMT61A,direct
9606.ENSP00000374409,PKP4,direct
9606.ENSP00000374424,ARHGAP8,direct
9606.ENSP00000374443,LYST,direct
9606.ENSP00000374447,LRCH1,direct
9606.ENSP00000374455,SQSTM1,direct
9606.ENSP00000374482,MRGPRE,direct
9606.ENSP00000374484,TMEM87A,direct
9606.ENSP00000374490,DNAH17,direct
9606.ENSP00000374507,CCDC88C,direct
9606.ENSP00000374529,CCNK,direct
9606.ENSP00000374552,RNF216,direct
9606.ENSP00000374562,COX16,direct
9606.ENSP00000374565,FAM168B,direct
9606.ENSP00000374566,KIF19,direct
9606.ENSP00000374632,TMEM95,direct
9606.ENSP00000374633,IL17REL,direct
9606.ENSP00000375053,TMEM203,direct
9606.ENSP00000375063,NLRP5,direct
9606.ENSP00000375066,HCAR2,direct
9606.ENSP00000375069,COL23A1,direct
9606.ENSP00000375073,EID2,direct
9606.ENSP00000375076,KRTAP4-4,direct
9606.ENSP00000375080,PPP2R3B,direct
9606.ENSP00000375081,TSSK1B,direct
9606.ENSP00000375086,CCL25,direct
9606.ENSP00000375091,TAS2R19,direct
9606.ENSP00000375093,TAS2R31,direct
9606.ENSP00000375095,TAS2R13,direct
9606.ENSP00000375107,KRTAP19-6,direct
9606.ENSP00000375108,KRTAP19-1,direct
9606.ENSP00000375109,KRTAP13-3,direct
9606.ENSP00000375147,KRTAP16-1,direct
9606.ENSP00000375148,KRTAP29-1,direct
9606.ENSP00000375149,KRTAP9-7,direct
9606.ENSP00000375150,KRTAP9-6,direct
9606.ENSP00000375151,KRTAP4-3,direct
9606.ENSP00000375220,CTAGE1,direct
9606.ENSP00000375232,KRTAP4-11,direct
9606.ENSP00000375234,KRTAP4-9,direct
9606.ENSP00000375236,KRTAP4-7,direct
9606.ENSP00000375237,KRTAP2-3,direct
9606.ENSP00000375238,KRTAP2-1,direct
9606.ENSP00000375248,BHLHA9,direct
9606.ENSP00000375267,RTL8A,direct
9606.ENSP00000375268,RTL8B,direct
9606.ENSP00000375428,KRTAP3-3,direct
9606.ENSP00000375429,KRTAP3-2,direct
9606.ENSP00000375430,KRTAP3-1,direct
9606.ENSP00000375475,KRTAP12-1,direct
9606.ENSP00000375476,KRTAP12-4,direct
9606.ENSP00000375478,KRTAP10-3,direct
9606.ENSP00000375479,KRTAP10-2,direct
9606.ENSP00000375482,KRTAP6-3,direct
9606.ENSP00000375582,ZNF552,direct
9606.ENSP00000375593,ZSCAN5A,direct
9606.ENSP00000375608,KIR3DL1,direct
9606.ENSP00000375616,LILRB4,direct
9606.ENSP00000375618,LILRA2,direct
9606.ENSP00000375622,LAIR1,direct
9606.ENSP00000375629,LILRB2,direct
9606.ENSP00000375632,RPS9,direct
9606.ENSP00000375639,TFPT,direct
9606.ENSP00000375647,CACNG7,direct
9606.ENSP00000375649,MYADM,direct
9606.ENSP00000375653,NLRP12,direct
9606.ENSP00000375678,KLK14,direct
9606.ENSP00000375682,KLK8,direct
9606.ENSP00000375711,AKT1S1,direct
9606.ENSP00000375717,PTOV1,direct
9606.ENSP00000375730,RPL13A,direct
9606.ENSP00000375733,PGBD5,direct
9606.ENSP00000375756,KCNJ14,direct
9606.ENSP00000375770,ZNF541,direct
9606.ENSP00000375777,STRN4,direct
9606.ENSP00000375778,LAMB3,direct
9606.ENSP00000375783,DACT3,direct
9606.ENSP00000375795,IL24,direct
9606.ENSP00000375809,ERCC2,direct
9606.ENSP00000375810,KLC3,direct
9606.ENSP00000375820,ZNF233,direct
9606.ENSP00000375821,PPP1R12B,direct
9606.ENSP00000375822,ZNF222,direct
9606.ENSP00000375829,LAD1,direct
9606.ENSP00000375836,HDLBP,direct
9606.ENSP00000375844,CAPN10,direct
9606.ENSP00000375849,OTOS,direct
9606.ENSP00000375855,PDC,direct
9606.ENSP00000375857,LRRFIP1,direct
9606.ENSP00000375859,TMEM91,direct
9606.ENSP00000375863,HNRNPUL1,direct
9606.ENSP00000375873,ATG16L1,direct
9606.ENSP00000375881,ALPP,direct
9606.ENSP00000375882,SERTAD3,direct
9606.ENSP00000375892,AKT2,direct
9606.ENSP00000375899,SP140,direct
9606.ENSP00000375904,LGALS16,direct
9606.ENSP00000375909,SPHKAP,direct
9606.ENSP00000375914,RHBDD1,direct
9606.ENSP00000375921,PAX3,direct
9606.ENSP00000375951,TTLL4,direct
9606.ENSP00000375978,XRCC5,direct
9606.ENSP00000375986,MAP3K4,direct
9606.ENSP00000376007,PNLDC1,direct
9606.ENSP00000376010,ZNF566,direct
9606.ENSP00000376013,ZNF565,direct
9606.ENSP00000376024,SNX9,direct
9606.ENSP00000376035,ZBTB32,direct
9606.ENSP00000376048,MAG,direct
9606.ENSP00000376055,EEF1B2,direct
9606.ENSP00000376071,FAM117B,direct
9606.ENSP00000376077,SUMO1,direct
9606.ENSP00000376097,URI1,direct
9606.ENSP00000376103,C19ORF12,direct
9606.ENSP00000376110,ZNF493,direct
9606.ENSP00000376123,SH2D2A,direct
9606.ENSP00000376132,MYO1B,direct
9606.ENSP00000376135,ZNF605,direct
9606.ENSP00000376139,WDR45B,direct
9606.ENSP00000376141,MFSD6,direct
9606.ENSP00000376142,INPP1,direct
9606.ENSP00000376154,CCDC57,direct
9606.ENSP00000376167,GPS1,direct
9606.ENSP00000376177,CALCRL,direct
9606.ENSP00000376178,STX2,direct
9606.ENSP00000376184,BDH1,direct
9606.ENSP00000376188,CRLF1,direct
9606.ENSP00000376197,TFRC,direct
9606.ENSP00000376204,ASH1L,direct
9606.ENSP00000376213,IQCN,direct
9606.ENSP00000376224,TMEM200A,direct
9606.ENSP00000376227,TMEM44,direct
9606.ENSP00000376246,MB21D2,direct
9606.ENSP00000376249,CCDC50,direct
9606.ENSP00000376258,RNF34,direct
9606.ENSP00000376268,SEC14L1,direct
9606.ENSP00000376269,NCOA7,direct
9606.ENSP00000376272,RFC4,direct
9606.ENSP00000376276,SRSF2,direct
9606.ENSP00000376278,LENEP,direct
9606.ENSP00000376287,CRYGS,direct
9606.ENSP00000376293,OSBPL6,direct
9606.ENSP00000376297,DYNLL1,direct
9606.ENSP00000376303,CPT1C,direct
9606.ENSP00000376304,TMEM121,direct
9606.ENSP00000376306,CIT,direct
9606.ENSP00000376307,TEDC1,direct
9606.ENSP00000376309,HNRNPA3,direct
9606.ENSP00000376317,TAOK3,direct
9606.ENSP00000376322,HOXD13,direct
9606.ENSP00000376330,WIPF1,direct
9606.ENSP00000376333,LLGL2,direct
9606.ENSP00000376335,GPR155,direct
9606.ENSP00000376337,BTBD6,direct
9606.ENSP00000376345,GRB2,direct
9606.ENSP00000376349,NUDT14,direct
9606.ENSP00000376352,PDK1,direct
9606.ENSP00000376367,WASF1,direct
9606.ENSP00000376384,ADGRA1,direct
9606.ENSP00000376390,RAB37,direct
9606.ENSP00000376395,CD300E,direct
9606.ENSP00000376397,CD300LB,direct
9606.ENSP00000376410,INF2,direct
9606.ENSP00000376417,ARMC2,direct
9606.ENSP00000376419,KLHL23,direct
9606.ENSP00000376421,SDK2,direct
9606.ENSP00000376423,SPRR2A,direct
9606.ENSP00000376432,KCNJ1,direct
9606.ENSP00000376436,ETS1,direct
9606.ENSP00000376440,RAD9B,direct
9606.ENSP00000376443,ABCA5,direct
9606.ENSP00000376445,TIRAP,direct
9606.ENSP00000376453,CERS6,direct
9606.ENSP00000376456,B3GALT1,direct
9606.ENSP00000376457,ECT2,direct
9606.ENSP00000376458,CDON,direct
9606.ENSP00000376465,GALNT3,direct
9606.ENSP00000376472,STT3A,direct
9606.ENSP00000376475,PRKAR1A,direct
9606.ENSP00000376500,TRAF3,direct
9606.ENSP00000376506,PDCD10,direct
9606.ENSP00000376522,CEP112,direct
9606.ENSP00000376523,SCN3B,direct
9606.ENSP00000376534,BAZ2B,direct
9606.ENSP00000376540,CUZD1,direct
9606.ENSP00000376543,TECTA,direct
9606.ENSP00000376544,CD79B,direct
9606.ENSP00000376553,TMEM119,direct
9606.ENSP00000376565,TMUB1,direct
9606.ENSP00000376568,MLF1,direct
9606.ENSP00000376572,RNF208,direct
9606.ENSP00000376582,RIC8B,direct
9606.ENSP00000376603,SMIM8,direct
9606.ENSP00000376609,GRK5,direct
9606.ENSP00000376611,TDG,direct
9606.ENSP00000376615,NT5DC3,direct
9606.ENSP00000376623,CSH2,direct
9606.ENSP00000376637,IGF1,direct
9606.ENSP00000376647,MAP3K19,direct
9606.ENSP00000376652,EVL,direct
9606.ENSP00000376658,SYCP3,direct
9606.ENSP00000376678,TAGLN,direct
9606.ENSP00000376686,LCA5,direct
9606.ENSP00000376703,ANO4,direct
9606.ENSP00000376708,VWA2,direct
9606.ENSP00000376753,GIPC1,direct
9606.ENSP00000376765,PIAS3,direct
9606.ENSP00000376767,NKAPD1,direct
9606.ENSP00000376776,DBH,direct
9606.ENSP00000376786,POU2AF1,direct
9606.ENSP00000376792,VTI1A,direct
9606.ENSP00000376800,MTPN,direct
9606.ENSP00000376807,DPEP1,direct
9606.ENSP00000376808,CUL5,direct
9606.ENSP00000376822,STEAP3,direct
9606.ENSP00000376823,CYREN,direct
9606.ENSP00000376824,IFI27L1,direct
9606.ENSP00000376827,MKS1,direct
9606.ENSP00000376840,BPGM,direct
9606.ENSP00000376848,PRIMA1,direct
9606.ENSP00000376849,CASP5,direct
9606.ENSP00000376855,DPP10,direct
9606.ENSP00000376865,PDGFD,direct
9606.ENSP00000376886,NME2,direct
9606.ENSP00000376893,IL1F10,direct
9606.ENSP00000376899,PTGFRN,direct
9606.ENSP00000376902,BANP,direct
9606.ENSP00000376910,LRRIQ1,direct
9606.ENSP00000376911,LGMN,direct
9606.ENSP00000376919,LUC7L3,direct
9606.ENSP00000376921,NTNG2,direct
9606.ENSP00000376930,TMCC1,direct
9606.ENSP00000376943,BCL2L11,direct
9606.ENSP00000376945,FBXW9,direct
9606.ENSP00000376952,EME1,direct
9606.ENSP00000376955,DENND2C,direct
9606.ENSP00000376992,BCL2L15,direct
9606.ENSP00000377001,SPOP,direct
9606.ENSP00000377003,TSPAN8,direct
9606.ENSP00000377007,CENPN,direct
9606.ENSP00000377015,PICALM,direct
9606.ENSP00000377027,TGFBRAP1,direct
9606.ENSP00000377033,ATP5MC1,direct
9606.ENSP00000377036,PTPA,direct
9606.ENSP00000377037,RASGEF1C,direct
9606.ENSP00000377043,TTLL6,direct
9606.ENSP00000377047,PTPRZ1,direct
9606.ENSP00000377055,PRCP,direct
9606.ENSP00000377059,SNX11,direct
9606.ENSP00000377060,CBX1,direct
9606.ENSP00000377061,PLXNA1,direct
9606.ENSP00000377075,RGL3,direct
9606.ENSP00000377086,LONRF2,direct
9606.ENSP00000377112,SLC12A8,direct
9606.ENSP00000377115,LIPT1,direct
9606.ENSP00000377123,TSGA10,direct
9606.ENSP00000377148,AP1G1,direct
9606.ENSP00000377170,ANKRD39,direct
9606.ENSP00000377171,ZNF23,direct
9606.ENSP00000377176,SPATA7,direct
9606.ENSP00000377192,G6PD,direct
9606.ENSP00000377195,DBN1,direct
9606.ENSP00000377197,HYDIN,direct
9606.ENSP00000377218,IRF2,direct
9606.ENSP00000377224,CDKN2D,direct
9606.ENSP00000377225,FAM50A,direct
9606.ENSP00000377233,ARAP1,direct
9606.ENSP00000377245,KEAP1,direct
9606.ENSP00000377250,MON2,direct
9606.ENSP00000377257,ST3GAL2,direct
9606.ENSP00000377262,SRPK2,direct
9606.ENSP00000377265,TFAP2B,direct
9606.ENSP00000377275,GOLGB1,direct
9606.ENSP00000377280,FBXO8,direct
9606.ENSP00000377284,FOLR1,direct
9606.ENSP00000377296,SNCB,direct
9606.ENSP00000377298,NUMA1,direct
9606.ENSP00000377303,RENBP,direct
9606.ENSP00000377311,FDX2,direct
9606.ENSP00000377344,DDX60,direct
9606.ENSP00000377353,DRD1,direct
9606.ENSP00000377355,PDZD4,direct
9606.ENSP00000377357,ZDHHC16,direct
9606.ENSP00000377369,LRRC74A,direct
9606.ENSP00000377370,IGSF11,direct
9606.ENSP00000377372,GAP43,direct
9606.ENSP00000377374,ERGIC1,direct
9606.ENSP00000377381,UBTD2,direct
9606.ENSP00000377384,PSMC3IP,direct
9606.ENSP00000377390,PPP6R3,direct
9606.ENSP00000377396,GASK1B,direct
9606.ENSP00000377401,SLC35B2,direct
9606.ENSP00000377411,COXFA4L2,alias
9606.ENSP00000377416,SIDT1,direct
9606.ENSP00000377428,CFAP44,direct
9606.ENSP00000377446,SUCLG1,direct
9606.ENSP00000377447,MAGEA12,direct
9606.ENSP00000377456,REG3A,direct
9606.ENSP00000377470,CNP,direct
9606.ENSP00000377486,MRPL19,direct
9606.ENSP00000377490,EVA1A,direct
9606.ENSP00000377492,HMMR,direct
9606.ENSP00000377494,TAGLN3,direct
9606.ENSP00000377504,ZNF414,direct
9606.ENSP00000377508,JUP,direct
9606.ENSP00000377520,SYT12,direct
9606.ENSP00000377522,MOSPD3,direct
9606.ENSP00000377536,PTTG1,direct
9606.ENSP00000377545,C1QTNF2,direct
9606.ENSP00000377546,KRT15,direct
9606.ENSP00000377547,CCNJL,direct
